id|facturacion|antiguedad|num_lineas|num_dt|incidencia
599|34.08930091630376|2000|1||
600|357.81713515414344|2004|5||
601|252.06249864341967|1996|5||
603|184.02344316593133|2014|3||
604|166.62453132051158|2011|3||
605|233.8775965334008|2016|5||
606|85.05756845831779|2007|3||
607|263.3548481347209|2007|3||
608|238.329758109171|2004|3||
609|110.15096367846888|2000|3||
610|137.43056963952273|2011|3||
611|334.0761863463697|2005|4||
612|309.7817540910792|2004|3||
613|371.30598461055456|2008|4||
614|50.04102249087042|2010|3||
615|191.68159952879608|2015|2||
616|293.02343226575647|2005|4||
617|243.1008824781616|2002|4||
618|390.88323237141793|2008|5||
619|145.0746116032909|1999|5||
620|114.61877921924273|1998|2||
621|294.5228259193794|2012|3||
622|163.13256656370515|2018|4||
623|243.0886624711486|2015|5||
624|99.7822943628351|1996|2||
625|339.006049055221|2012|4||
626|186.67336393458527|2014|5||
627|360.26673767657564|2000|5||
628|139.6151992575169|2012|4||
629|169.2752432349457|1998|2||
630|131.92160050928555|2013|2||
631|110.5045116368508|2014|3||
633|31.542725493222|2016|2||
634|189.58345272818363|2013|5||
636|391.81874032020767|2011|3||
639|314.83371145749226|2005|4||
640|205.27226362820696|2014|5||
641|120.8233494582789|2009|2||
642|223.0510149703444|2009|5||
643|329.542521771611|2006|4||
644|285.78926873212595|2001|3||
645|206.7834730425247|2014|3||
646|16.649350880514724|2010|1||
647|263.0517170292601|2019|3||
648|191.0640111498009|2005|2||
649|182.86058654515327|2011|2||
650|32.52198747607996|2018|1||
651|349.5562582006108|2012|4||
652|115.06896289709364|1999|3||
653|344.14446783679136|2018|5||
654|104.0270469851542|2003|5||
655|210.4175957895761|2010|4||
656|394.5744452134503|2016|3||
657|137.67524472235203|2001|3||
658|336.5103742330052|2007|4||
659|249.92125951401|2001|3||
660|390.5622318009|2017|3||
661|292.77570243119584|1997|3||
662|135.16618482544487|2018|4||
663|298.5014927748999|2012|4||
665|314.3127053306625|2018|5||
666|198.5704038153692|2009|4||
667|325.3144459102453|2012|3||
668|248.57040922392136|2008|4||
669|335.91761031965734|2004|4||
670|206.3691476138469|2018|4||
671|355.27696800344506|2018|4||
672|211.6887257799804|2000|3||
673|69.77497124183992|2019|4||
674|28.50581944184177|2007|3||
675|123.71206860980492|2014|5||
676|173.9928298150513|2012|4||
677|253.4345290923317|2008|3||
678|109.24555720311814|2015|4||
679|390.0201590840885|1999|5||
680|137.91697422104625|2003|5||
681|378.6469622069248|2000|5||
682|398.7899916864714|2011|5||
683|355.85614070535416|2012|3||
684|337.565052030376|1999|4||
685|368.3701254675759|2000|5||
686|31.375951341692986|2011|1||
687|329.4710975863448|1998|4||
688|206.36366851485715|1995|3||
689|393.5826051360289|2018|3||
690|190.42541901021|2013|2||
691|18.64683377286708|2006|2||
693|208.57412127672367|2001|3||
694|206.35586189827544|2012|4||
695|288.7350774190696|2018|5||
696|193.4224267487104|2007|3||
697|71.12591146673309|2018|2||
698|121.32006077773715|2003|5||
699|112.12441627837411|2010|2||
701|179.22191289281258|2005|3||
702|264.1372476720896|2008|5||
703|116.26199644661644|2006|5||
704|152.95694759420851|2000|2||
705|372.1250991601876|2001|5||
707|248.86190234409213|2004|3||
708|47.21022843733487|2011|2||
709|20.336137013894508|1996|2||
710|90.29348020374847|2013|4||
711|34.56815580276136|2018|1||
712|387.2248998957852|2016|3||
713|286.15428563318125|2000|5||
714|302.4975081656744|2015|3||
715|209.9933841749419|2019|4||
716|332.56753056309446|2009|3||
717|204.35148580719937|2014|5||
718|69.49053297814454|2006|2||
719|79.59710650841494|2002|4||
720|356.54790014950004|2016|4||
721|97.52437886109549|2009|2||
723|383.7825892691218|2000|4||
724|346.4659838269537|1998|5||
726|319.64349979071426|2002|5||
727|87.01272374984049|2011|2||
728|38.99272105594779|2019|2||
729|169.90749018806068|1997|5||
730|174.4515612991885|2010|3||
731|393.281452665194|2013|5||
732|67.64392731818617|2002|4||
733|397.73512609322654|2004|5||
734|286.63727592365325|2000|5||
735|147.19615143828204|2015|3||
736|253.8772898710299|2000|3||
737|347.03502832402177|2012|5||
738|218.21865016079136|1997|4||
739|232.22438713083272|2013|4||
740|45.06300691189914|1998|1|1.0|
741|310.39577188846937|2011|5||
742|44.27645904317443|2013|1||
743|257.28181547232134|1997|3||
744|387.04441539558337|2008|4||
745|107.6906309149082|2019|3||
746|275.41956955348707|2016|5||
747|332.5593772889091|2009|3||
748|132.49646077409017|2003|5||
749|226.5434072794717|2008|4||
750|304.75357434963746|1999|5||
751|208.81802403216585|2012|5||
752|61.63319663396796|2009|2||
753|341.4707769769525|2014|5||
754|291.6562592304897|2010|4||
755|60.55057326741989|2016|2||
756|368.1971756959603|2002|3||
757|201.83250148973408|2000|4||
758|15.672744083185314|2000|3||
759|297.12680988588|1995|4||
760|336.180182050412|2000|5||
761|112.28344788143777|2012|5||
762|122.16605069719964|2005|5||
763|105.0247391977682|2001|3||
765|304.91881640721886|2006|3||
766|329.717249305147|2010|3||
768|354.9356850524475|2010|5||
770|147.65687825895603|2018|3||
771|81.94449431888212|2019|2||
772|231.35876096320328|2000|3||
773|296.6225206444828|2004|3||
774|70.774098527262|2017|3|4.0|
775|255.9051360726408|2007|4||
776|167.5182192146793|2001|2||
778|133.67121082545577|2018|4||
779|344.0007141383464|2011|3||
780|374.5978187270902|2004|5||
781|194.987087467304|2000|3||
782|217.85785946001656|2019|3||
783|328.11184567488203|2011|4||
784|36.37531662352097|2015|2||
785|329.9292146383001|2012|4|4.0|
786|192.93905175167893|1996|3||
787|69.99765534901735|2018|3||
788|180.5464144269321|2011|3|2.0|
789|126.62608418882544|1995|4||
790|166.90415268392618|2016|2||
791|246.7669682365908|2012|4||
792|91.4816147437034|2003|2||
793|234.49325079876303|2016|4||
794|174.75996211025696|1995|5||
795|38.29994422497478|1998|1|4.0|
796|61.832805865982046|2006|4||
797|181.7702244247056|2019|3||
798|317.7099200888346|2002|4||
799|266.3033655829315|2005|4||
800|19.405932383132264|2019|3||
801|240.1749843336713|2003|5||
802|216.0417338680834|2004|4||
803|192.37995621131176|1997|2||
804|59.45606457005759|2013|4||
805|391.868674261572|2008|5||
807|140.08666027601222|2019|2||
808|297.4518351045017|2008|3||
809|78.0264742603683|2001|4||
810|134.7511781469032|2014|5||
811|380.16378846348|2006|5||
812|84.53290935755003|2005|4||
813|257.33114996920267|2019|4||
814|264.27810181237226|2009|4||
815|208.41062286083724|2005|5||
816|251.0382311072866|2016|4||
817|196.32819935526533|1996|2||
819|19.340346350537484|2009|2||
820|62.529826158852174|2016|2||
821|394.07575591402673|2019|4||SI
822|303.7526420483609|2014|3||
823|241.9477897186321|2014|4||
824|325.6348612598692|1996|4||
825|289.8595941574343|2005|5||
826|328.152797432034|2003|4||
827|194.06666430816816|2018|2||
828|47.57896874823077|2001|2||
829|154.70017698484477|2007|2||
830|357.203505730218|2001|4||
831|358.83639726545783|1996|4||
832|259.4993552709803|2013|3||
834|113.1990731670739|2018|3||
835|116.42831200595816|2019|4||
836|206.0170060537817|1999|4||
837|113.74436760826973|1995|2||
838|386.6784369053151|2000|4||
839|300.23142903860224|2013|4||
840|53.34841877646725|2013|4||
841|315.39973015165657|2016|4||
843|381.0113583977737|2018|4||
844|260.66969560024245|2001|4||
845|91.27778750015128|2010|3||
846|48.66734463165077|2004|3||
847|363.1824381048015|2004|4||
848|364.1190055169325|1998|4||
849|148.97756605177628|2009|4||
850|335.7819081999507|2016|3||
851|300.4803688218582|2009|5||
852|343.50777683097266|1997|3||
853|158.31545734433564|1995|5||
854|127.47314499728289|1996|4||
855|226.1676344880521|2000|4||
856|314.2893054625294|2018|5||
857|149.2833191997737|2003|2||
858|269.00568599420893|2006|3|3.0|
859|246.4338413451113|2010|3||
860|293.7910512545545|1996|5||
861|25.6655787296012|2002|1||
862|310.0972827123312|2006|5||
863|358.6350084993575|2000|3||
865|75.96228932024141|1996|4||
866|96.53321215904528|2004|4||
867|328.9675235065428|1996|3||
868|86.87002479637094|2016|2||
869|370.47651795949537|2000|5||
870|140.65540789773408|2006|4||
871|146.38363647277686|1996|2||
872|82.1795317874917|2010|3||
874|168.43248313312583|1998|5||
875|336.00255716495656|2000|3||
876|269.26838225782524|1997|3||
877|259.3059237915895|1996|4||
878|192.6367632381057|2018|5||
879|221.01311049810064|2007|3||
880|120.87709312841156|1998|4||
881|25.491261678803497|2006|1||
882|193.57729589265583|1996|4||
883|258.78477054469874|2018|3||
884|310.23129171728414|2005|5||
885|75.32200301097302|2011|2||
886|345.6958229074232|2011|3||
887|33.31004974699743|2011|1||
888|153.18460636609683|2017|2||
889|283.3918270884112|1995|4||
890|256.3009758691013|2011|4||
891|101.81009830717284|2015|5||
892|240.9258242751584|2000|4||
893|177.7368634068441|2010|5||
894|129.43696773124142|2002|4||
895|369.931304273342|2009|5||SI
896|301.0309290089925|2003|4||
897|375.63821633754446|1995|4||
898|239.78379261862003|2012|3||
899|339.3924454399107|2017|5||
900|99.17060435668432|1998|2||
901|113.84271981373672|2004|4||
902|98.99729554832048|2009|2||
903|93.72219028485291|1995|2||
904|329.91558907123164|1996|5||
905|261.2718591105073|2003|5||
906|265.82745102769525|1999|5||
